19,查理與父親麥特在什麼場合重逢？,(1) 妹妹不想跟哥哥有瓜葛,(2) 抱妹妹不慎跌倒而受傷,(3) 與妹妹因養狗發生衝突,(4) 用色迷迷的心思看妹妹,4
20,葛理諾醫生收費卻醫治無效，尼姆教授有效的改善查理的認知能力。為什麼查理不恨葛理諾卻恨尼姆他們呢？,(1) 他要離開去華倫之家了,(2) 他已病重不久於人世了,(3) 他要長時間待在實驗室,(4) 要為成為麵包師做努力,3
21,作者在本書的最後說：「到時候我們是學鴿子呢？還是學狼？」作者所要表達的意思究竟是什麼？,(1) 有關動物行為的著作錯誤百出,(2) 關於動物行為的書籍十分缺乏,(3) 厭惡藝術造型家塑造動物的形象,(4) 反對詩人運用擬人手法描寫動物,1
22,作者第一次起了寫作此書的念頭是在什麼時候？,(1) 在閱讀完《何格生》和《叢林奇譚》後,(2) 在讀過《聖經》〈列王記〉第四章後,(3) 在助手對著小鴨子說雁鵝話的時候,(4) 在舉家搬到多瑙河畔的艾頓堡之後,1
23,什麼原因讓艾頓堡成為「博物學家的樂園」？,(1) 美麗的風光景色,(2) 獨特的地理條件,(3) 豐富的人文資源,(4) 遭遇戰火的破壞,2
24,「顛倒用籠法」是用來關什麼動物？,(1) 渡鴉,(2) 鸚鵡,(3) 狐猴,(4) 小孩,1
25,,,,,,
26,作者第一次起了寫作此書的念頭是在什麼時候？,(1) 公的夜鶯才會唱歌,(2) 獅子住在叢林中,(3) 鷹生性嚮往自由,(4) 狐狸生性懶惰,1
27,作者在本書的最後說：「到時候我們是學鴿子呢？還是學狼？」作者所要表達的意思究竟是什麼？,(1) 想使房裡喜氣洋洋可以購買狗,(2) 居住在城裡的人可以購買希臘龜,(3) 想有一個親密的伴侶可以選擇照覺鳥,(4) 想使眼前有大自然的顏色可以選擇水族箱,3
28,作者描述「歹的斯卡斯(Dytiscus)」和大蜻蜓幼蟲的「強盜」行為時，下列何者正確？,(1) 懂得某些簡單字彙的意義,(2) 為了建立與主人的關係,(3) 天生具有人類的智商,(4) 具有聲音模仿的能力,2
29,為什麼有些「天才」動物能夠回答主人的問題？,(1) 藉由感應主人的細微動作或表情而知道該如何表現,(2) 部分動物擁有使用語言的天賦，須經人類教導習得,(3) 部分動物的智商超乎人類，在適當環境中能被激發,(4) 動物生來視力就非常好，能夠看透紙張背後的答案,1
30,當兩隻不知雌雄的鬥魚相遇時，在一番「列甲展兵」後，該如何判斷雌雄呢？,(1) 比較地鼠與水鼠的相異之處,(2) 強調水鼠最難照顧在於飲食,(3) 先聲明食蟲獸容易感染疾病,(4) 為地鼠飼養的挫敗留下伏筆,2
31,當兩隻不知雌雄的鬥魚相遇時，在一番「列甲展兵」後，該如何判斷雌雄呢？,(1) 捕捉方式：前者動作迅速，後者動作緩慢,(2) 同類共處：前者會攻擊同類，後者不會攻擊同類,(3) 獵捕對象：前者吃比自己小的生物，後者吃任何活物,(4) 食用方式：前者將獵物內臟液化後吸進胃裡，後者直接將獵物拖回嘴邊,2
32,當兩隻不知雌雄的鬥魚相遇時，在一番「列甲展兵」後，該如何判斷雌雄呢？,(1) 兩隻皆鏖戰至死才停止：兩隻皆雌,(2) 其中一隻把魚鰭收起，並迅速逃走：一雌一雄,(3) 兩隻戮刺一番，直到有一方戰死才停止：一雌一雄,(4) 其中一隻把魚鰭收起，慢慢游近另一隻：兩隻皆雄,2
33,下列哪一個描述無法看出作者對動物的熱愛？,(1) 體型的大小,(2) 敵方的距離,(3) 敵方數量的多寡,(4) 巢窩之間的距離,1
34,下列哪一個描述無法看出作者對動物的熱愛？,(1) 鬥魚,(2) 棘魚,(3) 寶石魚,(4) 熱帶魚,1
35,當雁鵝想要號召同伴一起遠走高飛時，牠所發出的聲音會是如何的？,(1) 忠心耿耿,(2) 服從性差,(3) 人盡可親,(4) 桀驁不馴,1
36,作者第一次起了寫作此書的念頭是在什麼時候？,(1) 體型,(2) 叫聲,(3) 鳥喙,(4) 羽毛,2
37,下列何者並非本書的寫作特色？,(1) 三個音節的「鏗鏘鏗」,(2) 六個音節的嘎嘎聲,(3) 四個音節的嘎嘎聲,(4) 四個音節的「鋼鋼」,1
38,作者為什麼是基於憤怒而撰寫這本書？,(1) 當烏鴉聽到我的聲音，立刻從雲霄衝到我身上，過往牠所做過的壞事在我心裡都得到補償了,(2) 牠們可以逃走，卻不逃走，是因為不願離開我而留下,(3) 人和動物可以建立友誼，讓我對人從伊甸園被逐出也不覺得苦差事,(4) 「快！快！鳥從籠子裡逃出來了，快把窗子關上！」之類的喊叫,1
39,為什麼鸚鵡和烏鴉會說人類的話語呢？,(1) 藉由兩種動物對待敗者的不同方式，引發人類省思未來,(2) 藉由兩種動物的物種差異，提醒人類要尊重彼此的差異,(3) 藉由兩種動物的不同專長，鼓勵人們要發揮自己的長處,(4) 藉由兩種動物不同的成長環境，期望人類注重環境保育,4
40,棘魚的鬥性和什麼成正比？,(1) 詳細描述不同動物間的差異,(2) 大量引用研究實驗數據說明,(3) 細膩地描寫動物的特徵及習性,(4) 以詼諧筆法描述與動物的相處,2
41,劉克襄先生認為高鐵是一列短暫治療心靈的列車，是都會人的冥想空間。下列何者較符合作者的觀點？,(1) 頭份的「車頭便當」,(2) 泰安的「檜木便當」,(3) 福隆的「月台便當」,(4) 千禧年的「鐵盒便當」,4
42,台鐵早期販售的硬紙票，它的正式名稱是什麼？,(1) 牡丹國小,(2) 平溪國小,(3) 菁寮國小,(4) 十分國小,1
43,劉克襄先生認為高鐵是一列短暫治療心靈的列車，是都會人的冥想空間。下列何者較符合作者的觀點？,(1) 在「十分和菁桐」間,(2) 在「日本 札幌市」北部,(3) 在鄰近「十分」的旁邊,(4) 在鄰近「南山村」的旁邊,3
44,在〈平溪線的箭竹筍〉一文中，作者品嘗豆瓣醬熱炒的箭筍，感覺出奇地脆嫩。那箭竹的清新，為何會在劉克襄先生的心裡悄然溢出一絲微甜的幸福？,(1) 排灣族,(2) 魯凱族,(3) 泰雅族,(4) 阿美族,3
45,為什麼作者將市場作為生活幸福的指標？,(1) 左營站,(2) 鳳山站,(3) 永康站,(4) 大甲站,4
46,〈遙遠的家園〉中，Seven所描述的：「那親切溫柔的語調，一字一句像在吟唱流傳許久的古調，也像是阿嬤心情好時的喋喋叨絮。」那「親切溫柔的語調」指的是哪種語言的月台廣播？,(1) 從被漠視的公車站，了解高雄在地訊息,(2) 為典雅的橢圓形公車站，記錄旅程行跡,(3) 想要蒐集高雄公車紙票，送給朋友留念,(4) 公車紙票上印著「以三民主義統一中國」,1
47,劉克襄先生搭集集線火車，在水里站下車，請問他去要去水里逛什麼地方？,(1) 蛇窯,(2) 老街,(3) 菜市場,(4) 綠色隧道,3
48,如果你是張君雅小妹妹的同窗好友，那麼你們應該是就讀於哪所國小？,(1) 市場是觀光指標，可作為觀光勝地，是購物天堂,(2) 市場規模比百貨公司或賣場大，能滿足居民生活,(3) 市場永遠保有歷史風貌，讓人可以回味古早時光,(4) 市場蒐羅了生活各項所需，展現當地的特色風貌,4
49,劉克襄先生在高雄車站前的公共汽車站流連，又買了第二張「公車紙票」，做為打狗旅次的重要紀念。這些的舉動，隱藏了一些義涵，請問下列何者是作者所透露訊息？,(1) 二結站,(2) 三貂嶺站,(3) 和平站,(4) 山里站,1
50,全台灣最窄的月台，位於哪個車站？,(1) 名片式車票,(2) 抽取式車票,(3) 區間式車票,(4) 往返式車票,3
51,來到二結車站，劉克襄先生最想拜訪的地方是哪裡？,(1) 縣定的古蹟－舊穀倉,(2) 灌溉的大渠－百年水圳,(3) 自然的農法－島嶼農場,(4) 車站的通道－典雅的舊橋,3
52,讓劉克襄先生特別懷念早年的池上便當，是因為哪種菜色？,(1) 台電,(2) 台鐵,(3) 台塑,(4) 台泥,3
53,為什麼作者將市場作為生活幸福的指標？,(1) 一座設備齊全，適合做森林小學的迷你學校,(2) 隔絕在山谷中的山谷，鐵道如通往隱遁之界,(3) 巉巖岒峩、灰靄詭譎的利吉惡地形出現眼前,(4) 透過學校、教堂，部落中有溫馨的生活連繫,4
54,來到二結車站，劉克襄先生最想拜訪的地方是哪裡？,(1) 新營,(2) 後營 \n,(3) 菁寮,(4) 關仔嶺,3
55,劉克襄先生搭集集線火車，在水里站下車，請問他去要去水里逛什麼地方？,(1) 高鐵可以縮短時間，帶來生活的便利,(2) 看好旅店和公寓在高鐵站旁蓬勃發展,(3) 手機不易接通，安心享受短暫的休息機會,(4) 平穩的高鐵，可以讓人使用電腦與他人聯絡,3
56,關於「11元的鐵道旅行」的書名，下列何者不是「11」所代表的涵義？,(1) 「鳥目」方式,(2) 「鷹目」方式,(3) 「鶚目」方式,(4) 「鴟目」方式,4
57,如果你是張君雅小妹妹的同窗好友，那麼你們應該是就讀於哪所國小？,(1) 黃蘿蔔,(2) 炸蝦餅,(3) 卜肉,(4) 梅子,3
58,,,,,,
59,在平溪線旅行，步入十分車站時，會在鐵道故事館的一角，看到「十分幸福」的標示牌，請問作者認為的幸福車站在哪兒？,(1) 平溪所採摘的箭竹筍，遠比陽明山的脆甜,(2) 箭竹有經濟效益，並兼具環保永續的精神,(3) 平溪剝筍殼的老人，熱情溫馨的接待作者,(4) 沒落的平溪因為箭竹小吃，再度生機活絡,1
60,〈遙遠的家園〉中，Seven所描述的：「那親切溫柔的語調，一字一句像在吟唱流傳許久的古調，也像是阿嬤心情好時的喋喋叨絮。」那「親切溫柔的語調」指的是哪種語言的月台廣播？,(1) 意指搭11號公車，用兩條腿優游的旅行,(2) 最慢、最短、最便宜的區間票價是11元,(3) 花費少且耗時，但是能以親身接觸大地,(4) 十足的鐵道迷，坐火車到各地一一漫遊,2
61,牧羊少年告訴台里發的解夢人他重複做的夢境是什麼？,(1) 到金字塔就能發現寶藏,(2) 沙漠綠洲裡有心愛的女人,(3) 遇到煉金術士學會煉金術,(4) 為水晶商人工作能帶來巨富,1
62,聖狄雅各的父母期望他成為「神父」，於是聖狄雅各就去學拉丁文、西班牙文，還有神學，但最後是什麼理由使聖狄雅各選擇成為牧羊人？,(1) 成為神父的過程太過艱鉅困難,(2) 可以到處旅行，認識這個世界,(3) 不想和父親一樣在田裡辛勤工作,(4) 他喜歡的女孩嚮往牧羊人這行業,2
63,撒冷之王曾說：「幸福的祕密就是去欣賞世界上所有的奇特景觀，但不要忘記湯池裡的油。」下列有關這本書中的例子，何者最能闡述這段話的意旨？,(1) 撒冷之王,(2) 西班牙老神父,(3) 吉普賽老女人,(4) 安達魯西亞女孩,1
64,撒冷之王為何在聖狄雅各前往尋找寶藏時，交給他兩顆寶石「烏陵和土明」，其作用為何？,(1) 農田數甲,(2) 金幣一袋,(3) 羊群的十分之一,(4) 寶藏的十分之一,3
65,撒冷之王認為什麼是「世界上最大的謊言」？,(1) 在生命最重要的時刻，我們卻對發生在自己身上的事無能為力，只能聽天由命,(2) 幸福的祕密就是去欣賞世界上所有奇特的景觀，但不要忘記湯匙裡的油,(3) 儘管向田野去吧，總有一天你會明白我們的土地最肥，我們的女人最美,(4) 生命對你來說將會是一場盛大的慶典，因為生命就在我們活著的每一個當下,1
66,煉金術士最終和聖狄雅各來到科普特修道院後，展現了他「點石成金」的能力：將錫煉成了一只金盤，並將金盤分成四等分，一塊留給自己，一塊分給僧侶，一塊送給聖狄雅各，而將最後一塊交給僧侶留給未來「可能需要」的聖狄雅各。事實證明，後來聖狄雅各遭遇了什麼狀況呢？,(1) 一股神祕的力量,(2) 一直夢想去做的事,(3) 上帝所安排的命運,(4) 神祕難解的預言,2
67,煉金術士告訴聖狄雅各追尋天命需要學會兩件事，一是「行動」，二是什麼？,(1) 穿甲冑的老人,(2) 吉普賽老女人,(3) 穿西服的年輕人,(4) 市集賣劍的商人,3
68,牧羊少年告訴台里發的解夢人他重複做的夢境是什麼？,(1) 沙漠帶路的利器,(2) 可變賣作為財源,(3) 開啟寶藏的鑰匙,(4) 幫助他解讀預兆,1
69,聖狄雅各帶著賣掉羊群的錢前往金字塔尋找寶藏時，誰騙了他的錢？,(1) 幫助水晶商人實現到麥加朝聖的心願,(2) 體會多少人放棄夢想安於現狀的悲哀,(3) 學會阿拉伯語對前往金字塔很有幫助,(4) 累積更多的財富來支付穿越沙漠所需,2
70,當聖狄雅各依約拜訪煉金術士，煉金術士請聖狄雅各喝酒時，聖狄雅各說：「沙漠不是禁止喝酒嗎？」煉金術士回答：「魔鬼不是喝進人們嘴巴裡的東西，而是從人們嘴巴裡說出來的東西。」這番回答與下列那句名言警句相近？,(1) 與朝思暮想的情人會面,(2) 解開「哲人石」的秘密,(3) 揭發煉金術士的騙局,(4) 尋找同父異母的妹妹,4
71,煉金術士和聖狄雅各被阿拉伯戰士抓進軍營後，煉金術士向首領保證，三天之後聖狄雅各就能變成風，向他們施展法力，請問是什麼幫助聖狄雅各真的變成了風？,(1) 真,(2) 善,(3) 愛,(4) 美,2
72,聖狄雅各最後在哪裡找到了他的寶藏？,(1) 墮落的天使比魔鬼更可惡,(2) 空虛的頭腦是魔鬼的作坊,(3) 酒要少吃，事要多知,(4) 病從口入，禍從口出,2
73,「塞翁失馬，焉知非福」聖狄雅各被騙走了所有的錢後，在水晶商人那兒工作了一年，以下哪個選項並不是他的收穫？,(1) 坐而言不如起而行,(2) 行百里者半於九十,(3) 知其不可為而為之,(4) 學如不及猶恐失之,4
74,誰幫牧羊少年聖狄雅各解夢？,(1) 做綠洲參事的機會,(2) 心愛的女人法諦瑪,(3) 有大量財富和牲口,(4) 平穩安逸的生活,2
75,撒冷之王為何在聖狄雅各前往尋找寶藏時，交給他兩顆寶石「烏陵和土明」，其作用為何？,(1) 培養過人的勇氣,(2) 訓練自己的耐力,(3) 傾聽自己的心,(4) 拓展個人眼界,3
76,「塞翁失馬，焉知非福」聖狄雅各被騙走了所有的錢後，在水晶商人那兒工作了一年，以下哪個選項並不是他的收穫？,(1) 解讀徵兆預卜命運的人,(2) 煉丹以求長生不老的人,(3) 有不可思議力量的人,(4) 了解自然和世界的人,1
77,煉金術士說：「只有一個方式可以學會煉金術，就是通過行動。」下列選項何者可以作為這段話的最佳註腳？,(1) 心,(2) 風,(3) 沙漠,(4) 太陽,1
78,撒冷之王曾說：「幸福的祕密就是去欣賞世界上所有的奇特景觀，但不要忘記湯池裡的油。」下列有關這本書中的例子，何者最能闡述這段話的意旨？,(1) 在尋找金字塔時迷路，不慎遺失了金塊,(2) 在金字塔挖掘寶藏時，被一群難民洗劫,(3) 他需要金子賄賂官員，才能靠近金字塔,(4) 戰爭爆發使他需要更多金子前往金字塔,2
79,當聖狄雅各第一次遇到法諦瑪時，明白了整個宇宙之語最重要的部分，那世界上每個人都能了解的語言是什麼？,(1) 撒冷王出現的高台上,(2) 金字塔旁邊的沙丘裡,(3) 廢棄教堂的無花果樹下,(4) 沙漠外環繞的棗椰樹下,1
80,聖狄雅各的父母期望他成為「神父」，於是聖狄雅各就去學拉丁文、西班牙文，還有神學，但最後是什麼理由使聖狄雅各選擇成為牧羊人？,(1) 因為是煉金術士帶領聖狄雅各找到寶藏，讓他擁有幸福,(2) 煉金術士法力無邊，是拯救聖狄雅各脫離險境的關鍵人物,(3) 聖狄雅各以成為煉金術士為其追尋天命的最終目標，故名,(4) 以煉金術士能將錫煉成金來暗喻聖狄雅各追尋天命的歷程,4
81,聖狄雅各最後在哪裡找到了他的寶藏？,(1) 麵包師傅想等賺足夠的錢，再去實現旅行的夢想,(2) 一個牧羊人可以熱愛旅行，但不能忘了他的羊群,(3) 水晶商人為了保有朝聖夢想，終其一生不去麥加,(4) 煉金術士不忘保留一塊金子，留給未來需要的人,2
82,在《洞》這部小說中，史丹利為何來到了綠湖營？,(1) 搶劫銀行,(2) 跟德瑞打架,(3) 被當成小偷,(4) 來參加夏令營,3
83,在綠湖營中的少年們，彼此之間的相處如何？,(1) 零蛋,(2) X光,(3) 腋窩,(4) 曲折Z,4
84,史丹利在挖洞的過程中，發現了一個金色管子，大概跟他的右手食指一樣長，也一般粗。管子的一頭開口，另一頭卻是封住的。封住的一頭平平的，上面似乎有某種花樣，仔細一瞧，那是一顆心的輪廓，上面刻了「KB」兩個字母。請問，這兩個字母與誰有關？,(1) 偷了豬,(2) 拋棄美娜,(3) 沒有遵守諾言,(4) 嫁禍給吉普賽人,4
85,在《洞》這部小說中，史丹利為何來到了綠湖營？,(1) 她的母親被殺,(2) 鎮民殺了山姆,(3) 上帝要懲罰她,(4) 她想不勞而獲,2
86,史丹利來到了綠湖營，最後跟誰一起找出了寶藏呢？,(1) 他的腳長黴菌,(2) 他擅長捕鱒魚,(3) 他的頭長滿癬,(4) 他酷愛吃鱒魚,1
87,長官的葵瓜子被偷，致使史丹利被帶到監護人那兒，但監護人並未處罰他，而要他回去繼續挖洞。當他回去後，發現零蛋已幫他挖洞。請問，零蛋何以要幫他挖洞呢？,(1) 桃子,(2) 燕麥,(3) 洋蔥,(4) 向日葵,3
88,史丹利一家四代以來都噩運連連，直到史丹利揹著零蛋上山，終於解開了魔咒。自此，綠湖降下了百年來最珍貴的雨水，史丹利與父親也開始好運接連而來。這樣戲劇性的情節，作者想要傳達什麼想法？,(1) 互助合作,(2) 欺善怕惡,(3) 擇善固執,(4) 互不理睬,2
89,在綠湖營中的少年們，彼此之間的相處如何？,(1) 臉部被沾上毒指甲油的指甲劃傷，而腫脹不堪,(2) 被監護人開除職務，從此降為每天挖洞的僕役,(3) 被監護人痛毆一番，帶著悔恨從此離開綠湖營,(4) 雙腿被紅眼蜥蜴叮咬中毒，需面對截肢的厄運,1
90,史丹利在挖洞的過程中，發現了一個金色管子，大概跟他的右手食指一樣長，也一般粗。管子的一頭開口，另一頭卻是封住的。封住的一頭平平的，上面似乎有某種花樣，仔細一瞧，那是一顆心的輪廓，上面刻了「KB」兩個字母。請問，這兩個字母與誰有關？,(1) 因為葵瓜子是零蛋偷的,(2) 零蛋被他人強迫要幫忙,(3) 因為零蛋非常喜歡挖洞,(4) 零蛋要史丹利教他識字,1
91,曲折Z挑釁史丹利，零蛋出手幫助史丹利脫困，但因為監護人及潘丹斯基先生嘲諷零蛋學識字，使得零蛋一氣之下攻擊了潘丹斯基先生，並逃離綠湖營。後來，史丹利決定逃出綠湖營，去尋找、營救可能餓死或渴死的零蛋。請問，史丹利決定往哪個方向去找尋零蛋呢？,(1) 綠湖營的監護人,(2) 一吻奪命亡命女,(3) 偷豬賊曾曾祖父,(4) 吉普賽的老婦人,1
92,一百多年前，綠湖鎮上最有錢的富家子----查理‧華克，為何會被叫做「鱒魚‧華克」呢？,(1) 鱒魚華克,(2) 桃子凱蒂,(3) 洋蔥山姆,(4) 葵瓜長官,1
93,史丹利的曾曾祖父為何會被詛咒？,(1) 零蛋與左若尼夫人之間的關係,(2) 監護人與鱒魚‧華克之間的關係,(3) 史丹利與被送到綠湖營之間的關係,(4) 曲折Z與黃色斑點蜥蜴之間的關係,2
94,史丹利教零蛋識字，零蛋幫忙史丹利挖洞，但是兩人之間的協議，卻被X光、腋窩等人嘲諷為「白小孩坐著享福，讓黑小孩幹所有的活。」這一段情節的安排，是作者刻意要呼應書中的哪一個情節？,(1) 缺乏水庫蓄積雨水,(2) 被牛羊啃光了草皮,(3) 沒有做好水土保持,(4) 被詛咒而不再下雨,4
95,在《洞》這部小說中，史丹利為何來到了綠湖營？,(1) 山姆品性惡劣,(2) 凱蒂紅杏出牆,(3) 警長暗戀凱蒂,(4) 白人歧視黑人,4
96,一百多年前，綠湖鎮上最有錢的富家子----查理‧華克，為何會被叫做「鱒魚‧華克」呢？,(1) 艾利亞‧史丹利不遵守諾言,(2) 左若尼夫人詛咒史丹利子孫,(3) 綠湖鎮民射殺了好農夫山姆,(4) 監護人虐待綠湖營的少年們,3
97,一百多年前，綠湖鎮上美麗善良的白人女教師凱蒂‧巴婁，為何會變成令人聞之喪膽的搶匪？,(1) 上帝豎起的大拇指,(2) 長著橡樹的綠湖邊,(3) 果實纍纍的桃樹下,(4) 盛產向日葵的農田,2
98,史丹利的曾曾祖父為何會被詛咒？,(1) 她答應祖先一定會找到寶藏，讓祖先不會有遺憾,(2) 她的祖先殺死凱蒂時，被詛咒「子孫得挖洞尋寶」,(3) 她答應合夥人要找到寶藏，然後一塊兒遠走高飛,(4) 她曾許願要找到寶藏，以便提供給博物館做研究,3
99,史丹利逃離綠湖營尋找零蛋的路途中，發現了一艘船，那艘船倒扣著，半個船身都埋進了土裡，船的名字漆在後面，叫做「瑪麗露」。請問，它最有可能是誰的船？,(1) 讓一百多年前善良的山姆與凱蒂解救了他們,(2) 是作者故意要強調桃子汁與洋蔥的神奇功效,(3) 是為凸顯史丹利及零蛋走投無路時的貪婪心,(4) 是監護人與長官故意留在路上引他們去吃的,1
100,史丹利教零蛋識字，零蛋幫忙史丹利挖洞，但是兩人之間的協議，卻被X光、腋窩等人嘲諷為「白小孩坐著享福，讓黑小孩幹所有的活。」這一段情節的安排，是作者刻意要呼應書中的哪一個情節？,(1) 由兩人無私、忘我的情誼，磨練出兩人的自信,(2) 因兩人的互相扶持，化解了左若尼夫人的詛咒,(3) 讓兩人的友好扭轉兩個家族的命運，不再悲慘,(4) 讓史丹利能揭開零蛋的身世之謎，重回綠湖營,2
101,監護人小姐小時候時常被迫於美好的假日中，陪伴爸媽在綠湖營不斷的挖洞尋寶，長大後她掌管了綠湖營，則要求到綠湖營來的少年們不斷地挖洞。她要少年們挖洞，並不是真的要磨練他們的心性，而是另有目的。請問，監護人為什麼必須一直挖洞找寶藏呢？,(1) 一勤天下無難事,(2) 善惡到頭終有報,(3) 多行不義必自斃,(4) 條條大路通羅馬,2
102,歷經七年的漫長歲月，一路走來所受到的艱辛、顛簸和委屈，終於在考上的那一刻，覺得一切都值得了。請問盧蘇偉先生歷經了幾次的聯考，終於實現了自己追逐已久的夢想？,(1) 大難不死的男孩,(2) 脾氣暴躁的男孩,(3) 聲音響亮的男孩,(4) 體型龐大的男孩,1
103,在經歷多年青少年偏差行為的輔導工作中，盧蘇偉先生認為影響孩子最深的環境是什麼？,(1) 神明曾指示他最多只能活三年,(2) 醫生曾說過他最多只能活三年,(3) 他太頑皮，大家認為他活不過三年,(4) 角膜炎產生的併發症讓他活不過三年,2
104,因為求學過程，受到家人、老師及其他人的幫助，盧蘇偉先生也希望秉持同樣的善念去協助更多需要幫助的人，因此他大學志願最希望考取的學校為何？,(1) 上學路途過於遙遠,(2) 不會寫自己的姓名,(3) 學不會如何看時鐘,(4) 思念家人需人陪伴,1
105,當眾人都對盧蘇偉先生小時候的表現不斷搖頭時，只有他的家人深信他具有相當的潛能，繼續支持、鼓勵他，因此更加充分印證了「比馬龍效應」。請問下列哪個例證不能說明此論點？,(1) 玩數數遊戲,(2) 玩猜拳遊戲,(3) 玩飛機到站遊戲,(4) 玩火車到站遊戲,1
106,歷經七年的漫長歲月，一路走來所受到的艱辛、顛簸和委屈，終於在考上的那一刻，覺得一切都值得了。請問盧蘇偉先生歷經了幾次的聯考，終於實現了自己追逐已久的夢想？,(1) 黑狗,(2) 黑貓,(3) 黑鷹,(4) 黑豹,1
107,離開台大醫院三年後，為什麼盧蘇偉的父母認為：「他多活一天，就多賺一天」？,(1) 生於憂患而死於安樂,(2) 天將降大任於斯人也,(3) 人必自重而後人重之,(4) 人必自侮而後人侮之,1
